name,height,reach,stance
Anthony Perosh,75,75,Orthodox
Thiago Perpetuo,70,70,Orthodox
Hernani Perpetuo,72,72,Orthodox
Jay Perrin,67,67,Switch
Mike Perry,70,71,Orthodox
Raphael Pessoa,75,78,Orthodox
Viktor Pesta,75,77,Orthodox
Leiticia Pestova,66,66,Orthodox
Tony Petarra,71,71,Orthodox
Tommy Petersen,70,71,Orthodox
Thomas Petersen,73,74,Southpaw
Cory Peterson,83,83,Orthodox
Steven Peterson,70,70,Orthodox
Vitor Petrino,74,77,Orthodox
Andre Petroski,72,73,Switch
Armen Petrosyan,75,71,Orthodox
Ivana Petrovic,68,70,Southpaw
Seth Petruzelli,72,76,Orthodox
Peter Petties,71,72,Southpaw
Anthony Pettis,70,72,Orthodox
Sergio Pettis,66,69,Orthodox
Forrest Petz,69,71,Orthodox
Dino Pezao,74,74,Orthodox
Cody Pfister,70,73,Orthodox
Nam Phan,66,70,Orthodox
Constantinos Philippou,71,73,Orthodox
Wayne Phillips,72,73,Orthodox
Dave Phillips,72,72,Orthodox
Aaron Phillips,69,71,Southpaw
Elizabeth Phillips,66,65,Orthodox
John Phillips,71,75,Southpaw
Kyler Phillips,68,72,Orthodox
Mario Piazzon,69,73,Orthodox
Nick Pica,70,70,Orthodox
Nick Piccininni,66,66,Orthodox
Adam Piccolotti,71,71,Orthodox
Vinc Pichel,70,72,Orthodox
Brad Pickett,66,68,Orthodox
Jamie Pickett,74,80,Orthodox
Fabiola Pidroni,63,64,Orthodox
Oskar Piechota,72,76,Southpaw
Nick Piedmont,70,70,Orthodox
Mike Pierce,68,71,Orthodox
Joao Pierini,73,73,Switch
Jonathan Piersma,71,73,Orthodox
Sean Pierson,72,76,Southpaw
Domingo Pilarte,72,73,Southpaw
Paddy Pimblett,70,73,Orthodox
Daniel Pineda,67,69,Orthodox
Jesus Pinedo,70,70,Southpaw
Pingyuan Liu,66,72,Orthodox
Luana Pinheiro,62,62,Orthodox
Mario Pinto,77,79,Orthodox
Gaetano Pirrello,67,65,Orthodox
Maki Pitolo,70,75,Orthodox
Dmitry Poberezhets,75,75,Orthodox
Jamal Pogues,75,77,Orthodox
Ross Pointon,68,68,Orthodox
Dustin Poirier,69,72,Southpaw
Igor Pokrajac,72,74,Orthodox
John Polakowski,70,70,Orthodox
Julia Polastri,62,63,Orthodox
Brandon Polcare,66,67,Orthodox
Mike Polchlopek,76,76,Orthodox
Santiago Ponzinibbio,72,73,Orthodox
Grigory Popov,67,68,Switch
Alexander Poppeck,74,74,Orthodox
Felipe Portela,71,72,Orthodox
Parker Porter,72,75,Orthodox
Ihor Potieria,75,75,Southpaw
Callan Potter,72,72,Orthodox
Dylan Potter,74,77,Switch
Ruan Potts,74,75,Orthodox
Devin Powell,72,73,Orthodox
Marcin Prachnio,75,74,Orthodox
Wagner Prado,72,74,Southpaw
Francisco Prado,70,69,Orthodox
Trevor Prangley,73,75,Orthodox
Ricardo Prasel,79,78,Orthodox
Carlo Prater,71,72,Switch
Carlos Prates,73,78,Switch
Michel Prazeres,66,67,Orthodox
Philip Preece,68,68,Orthodox
Kyle Prepolec,70,70,Southpaw
Dorian Price,75,75,Southpaw
Chris Price,74,74,Southpaw
Niko Price,72,76,Orthodox
Shane Primm,75,75,Orthodox
Brent Primus,70,70,Orthodox
Jiri Prochazka,75,80,Orthodox
Lara Procopio,64,67,Orthodox
Joe Proctor,70,72,Orthodox
Cole Province,69,68,Orthodox
Daniel Puder,75,75,Orthodox
Lucie Pudilova,68,67,Orthodox
Claudio Puelles,70,72,Southpaw
Juan Puerta,69,71,Southpaw
Bubba Pugh,70,70,Orthodox
Juan Manuel Puig,69,69,Orthodox
Hugh Pulley,72,72,Orthodox
Josh Pulsifer,70,70,Orthodox
Jens Pulver,67,70,Southpaw
Andrey Pulyaev,76,78,Southpaw
CM Punk,73,73,Orthodox
Joe Pyfer,74,75,Orthodox
Mike Pyle,72,74,Orthodox
Pat Pytlik,72,73,Orthodox
Qiu Lun,68,66,Southpaw
Bao Quach,63,63,Orthodox
Gary Quan,68,68,Orthodox
Billy Quarantillo,70,70,Orthodox
Nate Quarry,72,72,Open Stance
Vinicius Queiroz,79,79,Orthodox
Jimmy Quinlan,72,72,Orthodox
Josh Quinlan,72,72,Orthodox
Ryan Quinn,68,68,Orthodox
Michel Quinones,70,73,Orthodox
Landon Quinones,69,70,Southpaw
Jose Quinonez,68,69,Southpaw
Cristian Quinonez,68,70,Orthodox
Benji Radach,70,70,Orthodox
Jordan Radev,67,67,Southpaw
Charles Radtke,69,72,Orthodox
Loik Radzhabov,71,69,Orthodox
Gilbert Rael,68,68,Orthodox
Josh Rafferty,72,72,Orthodox
Amir Rahnavardi,72,72,Orthodox
Ricky Rainey,73,77,Switch
Shavkat Rakhmonov,73,77,Orthodox
Sora Rakhmonova,66,67,Orthodox
Aleksandar Rakic,76,78,Orthodox
Jessica Rakoczy,67,67,Orthodox
Zygimantas Ramaska,71,71,Orthodox
Thomas Ramirez,73,73,Sideways
Hector Ramirez,72,72,Orthodox
Matt Ramirez,65,65,Orthodox
Steve Ramirez,67,67,Orthodox
Amador Ramirez,67,68,Orthodox
Mitch Ramirez,71,71,Orthodox
Andrew Ramm,73,73,Orthodox
Ian Rammel,72,72,Orthodox
Luis Ramos,68,68,Orthodox
Ricardo Ramos,69,72,Orthodox
Davi Ramos,66,70,Orthodox
Dorian Ramos,68,70,Orthodox
Vernon Ramos Ho,66,66,Orthodox
Kevin Randleman,70,70,Orthodox
Sulang Rangbo,67,68,Orthodox
Raou Raou,68,68,Orthodox
Mitch Raposo,65,64,Switch
Hussain Rasouli,66,66,Orthodox
David Rasouri,67,67,Orthodox
Ed Ratcliff,70,71,Orthodox
Bec Rawlings,66,64,Orthodox
Gideon Ray,70,70,Southpaw
Joe Ray,71,72,Orthodox
Stevie Ray,70,70,Southpaw
Keenan Raymond,70,71,Orthodox
Iony Razafiarison,63,63,Orthodox
Abdul Razak Alhassan,70,73,Orthodox
Antony Rea,72,72,Orthodox
Mateusz Rebecki,67,66,Southpaw
Rafael Rebello,65,67,Orthodox
Greg Rebello,72,73,Southpaw
Paul Redmond,70,70,Orthodox
Dennis Reed,74,74,Orthodox
Karl Reed,75,78,Orthodox
Elise Reed,63,63,Orthodox
John Reedy,68,68,Orthodox
Johnny Rees,72,72,Orthodox
James Reese,69,69,Orthodox
Zachary Reese,76,77,Switch
Stephen Regman,71,76,Orthodox
Chad Reiner,71,71,Orthodox
Jason Reinhardt,66,66,Orthodox
Wilson Reis,64,65,Southpaw
Ben Reiter,75,75,Orthodox
Goran Reljic,75,81,Southpaw
Leigh Remedios,67,67,Orthodox
Yawei Ren,71,72,Orthodox
Paulo Renato Junior,72,73,Orthodox
Chance Rencountre,74,75,Southpaw
Montserrat Rendon,68,68,Orthodox
Marion Reneau,66,68,Orthodox
Solomon Renfro,69,72,Switch
John Renken,72,72,Orthodox
Herman Renting,72,72,Switch
Marco Polo Reyes,71,71,Orthodox
Dominick Reyes,76,77,Southpaw
Alex Reyes,71,73,Orthodox
Kyle Reyes,68,68,Orthodox
Victor Reyna,71,74,Southpaw
Gaston Reyno,72,72,Orthodox
Johnny Rhodes,72,72,Orthodox
Mike Rhodes,73,74,Orthodox
Lucrezia Ria,66,66,Orthodox
Amanda Ribas,63,66,Orthodox
Vitor Ribeiro,68,68,Orthodox
Will Ribeiro,68,68,Orthodox
Claudio Ribeiro,73,77,Orthodox
Brendson Ribeiro,75,81,Orthodox
Esteban Ribovics,70,69,Orthodox
Mike Ricci,72,76,Southpaw
Alex Ricci,71,71,Orthodox
Tabatha Ricci,61,61,Orthodox
Matt Ricehouse,70,71,Orthodox
John Richard,74,74,Orthodox
Rex Richards,77,77,Orthodox
Mike Richman,68,68,Orthodox
Dave Rickels,71,71,Orthodox
Brad Riddell,67,71,Orthodox
Matthew Riddle,73,76,Southpaw
Joe Riggs,72,70,Southpaw
Jeremiah Riggs,72,72,Orthodox
Aaron Riley,68,69,Southpaw
Jason Riley,78,78,Orthodox
Luke Riley,68,70,Orthodox
Moise Rimbon,70,70,Orthodox
Jordan Rinaldi,70,72,Orthodox
Nick Ring,72,74,Southpaw
Robbie Ring,69,68,Orthodox
Mike Rio,70,70,Orthodox
Albert Rios,68,68,Orthodox
Rafael Rios,68,70,Orthodox
Maria Rios,65,65,Orthodox
Shannon Ritch,69,69,Orthodox
Diego Rivas,68,69,Orthodox
Jorge Rivera,73,73,Orthodox
Dante Rivera,73,73,Southpaw
Mario Rivera,70,70,Orthodox
Francisco Rivera,68,70,Orthodox
Jonathan Rivera,70,71,Orthodox
Jimmie Rivera,64,68,Orthodox
Irwin Rivera,66,67,Southpaw
Jerome Rivera,70,72,Southpaw
Nicdali Rivera-Calanoc,63,63,Orthodox
Pedro Rizzo,73,73,Orthodox
Theo Rlayang,67,65,Orthodox
Justin Robbins,65,65,Orthodox
Kali Robbins,63,63,Orthodox
Karl Roberson,73,74,Southpaw
Andre Roberts,74,74,Orthodox
David Roberts,73,73,Orthodox
Joey Roberts,74,74,Orthodox
Tyrone Roberts,69,69,Orthodox
Ryan Roberts,66,66,Orthodox
Taylor Roberts,71,71,Orthodox
Daniel Roberts,70,74,Southpaw
Buddy Roberts,74,74,Orthodox
Danny Roberts,73,74,Southpaw
Roosevelt Roberts,74,73,Orthodox
Kenny Robertson,70,74,Orthodox
Gillian Robertson,65,63,Orthodox
Chad Robichaux,64,64,Orthodox
Mark Robinson,72,72,Orthodox
Colin Robinson,76,76,Orthodox
Alvin Robinson,69,68,Southpaw
Damonte Robinson,72,77,Orthodox
Vagner Rocha,70,73,Orthodox
Carlos Eduardo Rocha,70,73,Orthodox
Pedro Rocha,70,71,Orthodox
Lucas Rocha,63,64,Orthodox
Keith Rockel,72,72,Orthodox
Luke Rockhold,75,77,Southpaw
Kevin Roddy,71,71,Orthodox
Gregory Rodrigues,75,75,Orthodox
Kleydson Rodrigues,65,67,Orthodox
Paul Rodriguez,67,67,Orthodox
Ricco Rodriguez,76,76,Orthodox
Manuel Rodriguez,69,69,Orthodox
Yair Rodriguez,71,71,Orthodox
Mike Rodriguez,76,82,Southpaw
Marina Rodriguez,66,65,Orthodox
Daniel Rodriguez,73,74,Southpaw
Ray Rodriguez,67,70,Orthodox
Ronaldo Rodriguez,66,65,Orthodox
Drako Rodriguez,68,69,Orthodox
Victor Rodriguez,65,67,Switch
Piera Rodriguez,63,63,Orthodox
Christian Rodriguez,67,71,Orthodox
Pete Rodriguez,69,71,Switch
Nick Roehrick,74,74,Orthodox
Marcos Rogerio de Lima,73,75,Orthodox
Brett Rogers,77,81,Orthodox
Brian Rogers,71,71,Orthodox
Pete Rogers Jr.,72,72,Orthodox
Max Rohskopf,73,71,Orthodox
Marcelo Rojo,68,71,Orthodox
Shane Roller,70,72,Orthodox
Jared Rollins,69,69,Orthodox
Tim Roman,73,73,Orthodox
Alexandr Romanov,74,75,Southpaw
Ricardo Romero,72,76,Orthodox
Yoel Romero,72,73,Southpaw
Anthony Romero,71,70,Orthodox
Kaleio Romero,70,69,Switch
Roberto Romero,68,70,Orthodox
Mara Romero Borella,66,69,Orthodox
Cortavious Romious,64,68,Southpaw
Juancamilo Ronderos,63,64,Southpaw
Rongzhu,69,71,Orthodox
Jesse Ronson,70,70,Southpaw
George Roop,73,72,Orthodox
Joao Roque,66,66,Orthodox
Aaron Rosa,76,77,Orthodox
Charles Rosa,69,69,Switch
Karol Rosa,65,67,Orthodox
Jacob Rosales,71,74,Orthodox
Raul Rosas Jr.,69,67,Switch
Hilarie Rose,63,63,Orthodox
Jake Rosholt,73,73,Orthodox
Jared Rosholt,74,75,Orthodox
Kevin Rosier,76,76,Orthodox
Zach Rosol,74,74,Orthodox
Shannon Ross,66,66,Switch
Nick Rossborough,77,77,Orthodox
Kristian Rothaermel,72,72,Open Stance
Ben Rothwell,76,78,Orthodox
Rick Roufus,72,72,Southpaw
Khalil Rountree Jr.,73,76,Southpaw
Ronda Rousey,67,66,Orthodox
Ray Routh,68,68,Orthodox
Roberta Rovel,68,68,Orthodox
Phil Rowe,75,80,Orthodox
Cam Rowston,74,78,Orthodox
Kain Royer,72,73,Orthodox
Brad Royster,67,68,Orthodox
Brandon Royval,69,68,Southpaw
Jairzinho Rozenstruik,74,78,Orthodox
Mauricio Rua,73,76,Orthodox
Murilo Rua,71,71,Orthodox
Marco Ruas,73,73,Orthodox
Rodrigo Ruas,70,70,Orthodox
Rodolfo Rubio Perez,65,65,Orthodox
Gabe Ruediger,70,70,Orthodox
Mauricio Ruffy,71,75,Orthodox
Eddie Ruiz,67,67,Orthodox
Anthony Ruiz,74,74,Orthodox
Paul Ruiz,66,66,Orthodox
Montserrat Conejo Ruiz,60,61,Southpaw
Mike Russow,73,73,Orthodox
Bas Rutten,73,73,Orthodox
Mashrabjon Ruzibaev,68,67,Orthodox
Nursulton Ruziboev,77,76,Orthodox
Casey Ryan,72,73,Orthodox
Yusup Saadulaev,66,66,Orthodox
Cameron Saaiman,68,67,Southpaw
Pete Sabala,67,68,Orthodox
Danny Sabatello,70,71,Orthodox
Pat Sabatini,68,70,Orthodox
Amir Sadollah,70,75,Orthodox
Nazim Sadykhov,70,69,Southpaw
Frankie Saenz,66,66,Orthodox
Saparbeg Safarov,73,78,Orthodox
Tarec Saffiedine,70,70,Switch
Jason Saggo,71,71,Orthodox
Kiru Sahota,70,73,Orthodox
Tatsuya Saika,72,73,Orthodox
Mridul Saikia,66,67,Orthodox
Benoit Saint Denis,71,73,Southpaw
Ovince Saint Preux,75,80,Southpaw
Lukasz Sajewski,68,71,Orthodox
Yukio Sakaguchi,69,69,Orthodox
Augusto Sakai,75,77,Orthodox
Alessio Sakara,72,72,Orthodox
Wataru Sakata,69,69,Southpaw
Gokhan Saki,72,73,Orthodox
Kazushi Sakuraba,72,72,Southpaw
Hayato Sakurai,67,67,Orthodox
Ryuta Sakurai,67,67,Orthodox
Justin Salas,68,70,Southpaw
Ivan Salaverry,72,72,Orthodox
Roman Salazar,67,67,Orthodox
Luis Saldana,71,73,Orthodox
John Salgado,70,70,Orthodox
Muslim Salikhov,71,70,Orthodox
Gabriel Salinas-Jones,73,73,Orthodox
Brandon Saling,70,70,Orthodox
Quillan Salkilld,72,75,Orthodox
Sean Salmon,70,70,Southpaw
Boston Salmon,69,69,Southpaw
John Salter,73,74,Southpaw
Vinicius Salvador,67,70,Southpaw
Dylan Salvador,69,69,Southpaw
Josh Samman,75,79,Orthodox
Johnny Sampaio,68,68,Orthodox
Josh Sampo,64,64,Orthodox
Josh San Diego,70,70,Orthodox
Diego Sanchez,70,72,Southpaw
Eddie Sanchez,74,74,Orthodox
Julian Sanchez,75,75,Orthodox
Bobby Sanchez,67,67,Orthodox
Donald Sanchez,70,70,Orthodox
Joby Sanchez,66,68,Orthodox
Emmanuel Sanchez,69,71,Orthodox
Erick Sanchez,70,70,Orthodox
Andrew Sanchez,73,74,Orthodox
Robert Sanchez,66,66,Orthodox
Jesse Sanders,72,72,Orthodox
Luke Sanders,66,67,Southpaw
Jerrod Sanders,68,72,Orthodox
Cory Sandhagen,71,70,Switch
Hugo Sandoval,67,68,Orthodox
Raul Sandoval,66,67,Orthodox
Joseph Sandoval,67,67,Southpaw
Hector Sandoval,62,64,Orthodox
Chris Sanford,71,71,Orthodox
Roldan Sangcha'an,64,64,Orthodox
Yuhi Sano,71,71,Orthodox
Martin Sano,71,75,Orthodox
Jonathan Santa Maria,69,69,Orthodox
Duda Santana,67,73,Orthodox
Shaheen Santana,73,75,Orthodox
Sean Santella,65,65,Orthodox
Jorge Santiago,73,75,Orthodox
Mike Santiago,70,69,Orthodox
Will Santiago,67,67,Orthodox
Richie Santiago,67,67,Southpaw
Jose Santibanez,70,71,Orthodox
Art Santore,74,74,Orthodox
Adriano Santos,70,71,Orthodox
Paulo Santos,70,71,Orthodox
Evangelista Santos,70,76,Orthodox
Luis Santos,73,73,Southpaw
Iliarde Santos,65,67,Orthodox
Leonardo Santos,72,75,Orthodox
Thiago Santos,74,76,Orthodox
Bruno Santos,69,69,Orthodox
Andre Santos,72,72,Orthodox
Gleristone Santos,69,69,Orthodox
Yana Santos,66,68,Orthodox
Taila Santos,66,68,Orthodox
Marilia Santos,64,64,Orthodox
Edivan Santos,76,78,Orthodox
Daniel Santos,67,67,Orthodox
Gabriel Santos,69,70,Orthodox
Luana Santos,66,67,Orthodox
Djorden Santos,72,75,Orthodox
Mairon Santos,67,72,Orthodox
Nick Sanzo,69,69,Orthodox
Bob Sapp,77,77,Orthodox
Daniel Sarafian,69,73,Orthodox
Jeka Saragih,68,69,Orthodox
Diego Saraiva,66,66,Orthodox
Harris Sarmiento,69,69,Orthodox
Alexander Sarnavskiy,71,71,Orthodox
Yuki Sasaki,74,74,Orthodox
Kyosuke Sasaki,67,67,Southpaw
Yuta Sasaki,70,71,Southpaw
Paul Sass,72,73,Orthodox
Keisuke Sasu,65,69,Switch
Masaaki Satake,73,73,Orthodox
Takenori Sato,70,70,Southpaw
Takashi Sato,70,73,Southpaw
Uran Satybaldiev,76,79,Orthodox
Jeimeson Saudino,66,66,Orthodox
Tom Sauer,73,73,Orthodox
Townsend Saunders,65,65,Orthodox
Ben Saunders,74,77,Orthodox
Chad W. Saunders,70,70,Orthodox
Chris Saunders,68,68,Orthodox
Christien Savoie,71,72,Orthodox
Lumumba Sayers,72,72,Orthodox
Matt Sayles,67,68,Orthodox
Brandon Sayles,77,77,Orthodox
Mikheil Sazhiniani,72,71,Orthodox
Mark Scanlon,69,69,Orthodox
Eric Schafer,75,76,Orthodox
Kerry Schall,74,74,Orthodox
Eric Schambari,71,71,Orthodox
Brendan Schaub,76,78,Orthodox
Matheus Scheffel,74,75,Orthodox
Antonio Schembri,69,69,Orthodox
Fabiano Scherner,75,75,Orthodox
Samy Schiavo,68,68,Orthodox
Pat Schilling,68,68,Orthodox
Joe Schilling,75,75,Orthodox
Semmy Schilt,82,82,Orthodox
Adam Schindler,68,68,Orthodox
Daniel Schmitt,72,73,Orthodox
Colleen Schneider,67,68,Orthodox
Matt Schnell,68,70,Orthodox
Alex Schoenauer,75,75,Orthodox
Bailey Schoenfelder,75,76,Orthodox
Darrill Schoonover,74,74,Orthodox
Bob Schrijber,72,72,Orthodox
Nate Schroeder,73,73,Orthodox
Lacey Schuckman,63,63,Orthodox
Mark Schultz,69,69,Orthodox
Wes Schultz,74,77,Orthodox
Brian Schwartz,75,75,Orthodox
Eric Schwartz,74,74,Orthodox
Justin Scoggins,67,66,Southpaw
Brad Scott,73,76,Orthodox
Greg Scott,69,69,Orthodox
Louis Lee Scott,67,68,Orthodox
Zachary Scroggin,75,74,Orthodox
Mike Seal,76,76,Orthodox
Matt Secor,72,72,Orthodox
Kenneth Seegrist,72,72,Orthodox
Neil Seery,64,64,Orthodox
Rony Sefo,69,69,Orthodox
Ray Sefo,72,72,Orthodox
Brendan Seguin,72,72,Orthodox
Tetsuya Seki,70,70,Orthodox
Stefan Sekulic,72,75,Southpaw
Pete Sell,71,75,Orthodox
Matthew Semelsberger,73,75,Switch
Andrei Semenov,72,72,Orthodox
Mackens Semerzier,69,72,Orthodox
Brandon Sene,71,71,Orthodox
YeDam Seo,63,63,Orthodox
Dong Hyun Seo,68,70,Orthodox
Kim In Seok,66,66,Orthodox
Ray Seraille,75,75,Orthodox
Ivan Serati,72,72,Orthodox
Alex Serdyukov,74,74,Orthodox
Nicholas Sergiacomi,71,72,Orthodox
Matt Serra,66,68,Orthodox
Nick Serra,69,69,Orthodox
Adrian Serrano,68,68,Orthodox
Fredy Serrano,63,65,Orthodox
Carl Seumanutafa,73,73,Orthodox
Igor Severino,67,69,Orthodox
Dan Severn,74,74,Southpaw
Rosi Sexton,63,63,Orthodox
Scott Shaffer,67,67,Orthodox
Edmen Shahbazyan,74,74,Orthodox
Leon Shahbazyan,76,74,Orthodox
Don Shainis,66,67,Orthodox
Liliya Shakirova,64,65,Orthodox
Kamal Shalorus,68,68,Orthodox
Ken Shamrock,73,72,Orthodox
Frank Shamrock,70,70,Orthodox
Shang Zhifa,67,63,Orthodox
Sean Sharaf,75,77,Orthodox
Priya Sharma,61,59,Orthodox
Jason Sharp,74,74,Orthodox
Eric Shelton,66,68,Orthodox
Sean Sherk,66,67,Orthodox
Chase Sherman,76,78,Orthodox
Valentina Shevchenko,65,66,Southpaw
Antonina Shevchenko,68,67,Southpaw
Shi Ming,62,60,Orthodox
Katsuyori Shibata,72,72,Orthodox
Jake Shields,72,72,Orthodox
Henrique Shiguemoto,71,72,Orthodox
Shunichi Shimizu,65,65,Orthodox
Wade Shipp,75,75,Orthodox
Raja Shippen,66,66,Orthodox
Yuya Shirai,68,68,Orthodox
Wes Shivers,80,80,Orthodox
Alexander Shlemenko,71,71,Orthodox
Josh Shockley,73,73,Orthodox
Josh Shockman,76,76,Southpaw
Akira Shoji,68,68,Orthodox
Liudvik Sholinian,70,71,Orthodox
Jack Shore,68,71,Orthodox
Landon Showalter,72,72,Orthodox
Ivan Shtyrkov,72,74,Orthodox
Brandon Shuey,67,67,Orthodox
Ronal Siahaan,67,71,Southpaw
Sam Sicilia,68,67,Orthodox
Kiril Sidelnikov,71,71,Orthodox
Serhiy Sidey,71,72,Switch
Steven Siler,71,70,Orthodox
Siala Siliga,73,73,Orthodox
Xavier Siller,65,65,Orthodox
Assuerio Silva,70,70,Orthodox
Anderson Silva,74,77,Southpaw
Wanderlei Silva,71,74,Orthodox
Thiago Silva,74,74,Orthodox
Paulo Cesar Silva,89,89,Orthodox
Jean Silva,66,66,Orthodox
Edson Silva,74,74,Orthodox
Sidney Silva,75,75,Southpaw
Jay Silva,74,74,Southpaw
Antonio Silva,76,82,Orthodox
Fabio Silva,71,71,Orthodox
Erick Silva,72,74,Orthodox
Leandro Silva,69,72,Orthodox
Claudio Silva,71,71,Southpaw
Wagner Silva,72,72,Orthodox
Rafael Silva,67,67,Orthodox
Joaquim Silva,68,69,Southpaw
Felipe Silva,72,77,Orthodox
Dayana Silva,67,67,Orthodox
Bruno 'Bulldog' Silva,64,65,Orthodox
Bruno Silva,72,74,Orthodox
Gabriel Silva,66,71,Orthodox
Jacob Silva,65,67,Orthodox
Natalia Silva,64,65,Southpaw
Jansey Silva,74,67,Orthodox
Maria Silva,63,64,Orthodox
Karine Silva,65,67,Orthodox
Erik Silva,69,71,Orthodox
Janaina Silva,61,60,Orthodox
Jhonata Silva,65,66,Orthodox
Jean Silva,67,69,Orthodox
Danny Silva,71,70,Switch
Douglas Silva de Andrade,67,68,Orthodox
Leonardo Silva de Oliveira,74,74,Orthodox
Marcus Silveira,75,75,Orthodox
Elias Silverio,71,73,Orthodox
Sim Kai Xiong,65,66,Orthodox
Jamey Simmons,66,70,Orthodox
Ricky Simon,66,69,Orthodox
Aaron Simpson,72,73,Orthodox
Wes Sims,82,82,Orthodox
Marlon Sims,71,72,Orthodox
Tony Sims,71,70,Southpaw
Everett Sims,77,77,Southpaw
Lodune Sincaid,69,69,Orthodox
Rob Sinclair,68,68,Orthodox
Rory Singer,74,77,Orthodox
Rana Rudra Pratap Singh,70,69,Orthodox
Kiran Singh,61,65,Orthodox
Elvis Sinosic,75,77,Orthodox
Mitchell Sipe,74,74,Orthodox
Gian Siqueira,73,74,Orthodox
Jeremia Siregar,62,63,Orthodox
AJ Siscoe,67,67,Orthodox
Yokthai Sithoar,67,67,Orthodox
Jeri Sitzes,65,65,Orthodox
Dennis Siver,66,70,Orthodox
Chas Skelly,71,72,Orthodox
Matt Skelton,75,75,Orthodox
Zach Skinner,66,66,Orthodox
Brian Sleeman,68,68,Orthodox
Joe Slick,72,72,Orthodox
Ray Sloan,73,73,Orthodox
Kestutis Smirnovas,70,70,Orthodox
Maurice Smith,74,74,Orthodox
Patrick Smith,74,74,Orthodox
Scott Smith,72,70,Orthodox
Eric Smith,70,71,Southpaw
Josh Smith,72,72,Orthodox
David Smith,70,71,Orthodox
Adam Smith,70,71,Orthodox
Trevor Smith,75,75,Orthodox
Anthony Smith,76,76,Orthodox
Colton Smith,72,71,Orthodox
Gilbert Smith,69,69,Southpaw
Leslie Smith,69,66,Orthodox
Devonte Smith,69,76,Orthodox
Cole Smith,71,67,Orthodox
Nate Smith,66,69,Switch
Braxton Smith,71,72,Orthodox
Elijah Smith,69,71,Orthodox
Jacobe Smith,70,72,Southpaw
Walter Smith-Cotito,68,68,Orthodox
Justin Smitley,68,70,Orthodox
Dmitrii Smoliakov,74,74,Switch
Louis Smolka,69,68,Orthodox
Cameron Smotherman,69,69,Orthodox
Shimon Smotritsky,74,74,Orthodox
Richie Smullen,69,68,Orthodox
Devin Smyth,70,72,Switch
Denis Sobolev,75,75,Orthodox
Peter Sobotta,72,75,Southpaw
Renato Sobral,73,75,Orthodox
Rameau Thierry Sokoudjou,70,78,Orthodox
Alexander Soldatkin,74,75,Orthodox
Joe Solecki,69,70,Orthodox
Joe Son,64,64,Orthodox
Paul Song,72,73,Orthodox
Song Kenan,72,71,Orthodox
Song Yadong,68,67,Orthodox
YoungJae Song,67,70,Orthodox
Emrah Sonmez,70,71,Orthodox
Chael Sonnen,73,73,Southpaw
Cody Sons,69,69,Orthodox
Jin Soo Son,66,69,Orthodox
Benardo Sopaj,66,66,Orthodox
Emiliano Sordi,74,74,Orthodox
Sean Soriano,69,70,Orthodox
Punahele Soriano,71,72,Southpaw
Dmitry Sosnovskiy,75,77,Orthodox
Ben Sosoli,72,72,Southpaw
Krzysztof Soszynski,73,77,Open Stance
George Sotiropoulos,70,71,Orthodox
Greg Soto,71,73,Orthodox
Alex Soto,68,68,Southpaw
Joe Soto,66,65,Orthodox
Mario Soto,72,72,Orthodox
Andre Soukhamthath,69,70,Orthodox
Mario Sousa,75,79,Orthodox
Bobby Southworth,74,74,Orthodox
Jacare Souza,73,72,Orthodox
Edimilson Souza,72,74,Orthodox
Livinha Souza,63,63,Orthodox
Bruno Souza,70,70,Orthodox
Ketlen Souza,63,63,Orthodox
Heraldo Souza,71,73,Orthodox
Charon Spain,69,69,Orthodox
Chris Spang,74,74,Orthodox
Andreas Spang,73,73,Orthodox
Ryan Spann,77,79,Orthodox
Ron Sparks,77,77,Orthodox
Tommy Speer,70,71,Orthodox
Patrick Speight,73,73,Orthodox
Sean Spencer,70,74,Orthodox
Felicia Spencer,66,68,Orthodox
Sam Spengler,71,71,Orthodox
Nick Sperling,67,68,Orthodox
Mario Sperry,74,74,Orthodox
Eric Spicely,73,73,Orthodox
Waachiim Spiritwolf,68,68,Orthodox
Daniel Spitz,79,82,Orthodox
Serghei Spivac,75,78,Orthodox
Daniel Spohn,76,79,Southpaw
Pete Spratt,69,69,Orthodox
Austin Springer,68,71,Orthodox
Georges St-Pierre,71,76,Orthodox
Bobby Stack,69,69,Orthodox
Andreas Stahl,71,71,Orthodox
Ron Stallings,74,75,Southpaw
Cody Stamann,66,64,Orthodox
Cristina Stanciu,63,63,Orthodox
Brian Stann,73,74,Orthodox
Josh Stansbury,74,74,Orthodox
Dion Staring,73,73,Orthodox
Lucas Stark,70,71,Orthodox
Clifford Starks,72,78,Orthodox
Kalib Starnes,75,74,Orthodox
Laureano Staropoli,73,71,Orthodox
Damian Stasiak,65,70,Orthodox
Adam Steele,71,72,Orthodox
Dominique Steele,70,74,Orthodox
Ricky Steele,69,74,Orthodox
Kody Steele,69,71,Orthodox
Eric Steenberg,70,71,Orthodox
Steve Steinbeiss,75,75,Orthodox
Ray Steinbeiss,71,71,Orthodox
Dmitri Stepanov,75,75,Orthodox
Jeremy Stephens,69,71,Orthodox
Aljamain Sterling,67,71,Orthodox
Marc Stevens,69,69,Orthodox
Joe Stevenson,67,70,Orthodox
Maia Stevenson,64,62,Orthodox
Luke Stewart,71,71,Orthodox
Darren Stewart,72,74,Orthodox
