name,height,reach,stance
Piotr Hallmann,69,71,Orthodox
Tony Halme,75,75,Orthodox
Brandon Halsey,72,72,Orthodox
John Halverson,69,69,Southpaw
Seo Hee Ham,62,62,Southpaw
Frank Hamaker,70,71,Orthodox
Kazuhiro Hamanaka,72,72,Southpaw
Rami Hamed,73,71,Orthodox
Matt Hamill,73,76,Orthodox
Jeremy Hamilton,72,73,Orthodox
Anthony Hamilton,77,76,Orthodox
CJ Hamilton,67,68,Switch
Jared Hamman,75,75,Orthodox
James Hammortree,75,75,Orthodox
Dean Hancock,70,71,Orthodox
Chad Hanekom,76,74,Orthodox
Joachim Hansen,67,67,Southpaw
Kay Hansen,62,63,Orthodox
Nasrat Haqparast,70,72,Southpaw
Shin Haraguchi,65,68,Switch
Janay Harding,67,68,Orthodox
Antoni Hardonk,76,78,Orthodox
George Hardwick,70,72,Orthodox
Dan Hardy,72,74,Orthodox
Veronica Hardy,64,64,Southpaw
Greg Hardy,77,80,Orthodox
Tobias Harila,70,71,Orthodox
Baru Harn,76,76,Orthodox
Scott Harper,72,72,Orthodox
Josiah Harrell,67,68,Southpaw
Gerry Harris,80,80,Orthodox
Gerald Harris,71,77,Southpaw
Phil Harris,64,65,Orthodox
Walt Harris,77,77,Southpaw
Dhafir Harris,74,74,Orthodox
Trevor Harris,66,66,Orthodox
Carlston Harris,72,76,Orthodox
Kayla Harrison,68,66,Southpaw
Collin Hart,73,73,Orthodox
Joey Hart,75,79,Orthodox
Dale Hartt,70,69,Orthodox
Luke Hartwig,70,71,Orthodox
Clay Harvison,73,74,Orthodox
Hidehiko Hasegawa,69,69,Orthodox
Chris Haseman,71,71,Orthodox
Takayo Hashi,64,64,Orthodox
Tomohiko Hashimoto,72,72,Orthodox
Justin Haskins,70,70,Orthodox
Hayder Hassan,70,70,Orthodox
Ahmad Hassanzada,73,75,Orthodox
Daiki Hata,66,66,Orthodox
John Hathaway,73,75,Orthodox
Phil Hawes,72,77,Orthodox
Justin Hawes,71,71,Orthodox
Chris Hawk,73,73,Orthodox
Del Hawkins,65,65,Orthodox
Tommy Hayden,69,69,Southpaw
Mike Hayes,76,76,Orthodox
Ryan Hayes,70,71,Orthodox
Gerric Hayes,70,70,Orthodox
Josh Haynes,69,69,Orthodox
Dustin Hazelett,73,76,Orthodox
James Head,73,73,Orthodox
Pat Healy,72,72,Orthodox
Ryan Healy,73,73,Orthodox
Spencer Hearns,71,71,Orthodox
David Heath,71,72,Orthodox
Chris Heatherly,69,69,Orthodox
Jake Hecht,72,73,Orthodox
Nick Hein,66,66,Southpaw
Ian Heinisch,71,72,Orthodox
Marcin Held,69,71,Orthodox
Delson Heleno,71,71,Orthodox
Matt Helm,70,71,Orthodox
Elisha Helsper,66,66,Orthodox
Dan Henderson,71,74,Orthodox
Benson Henderson,69,70,Southpaw
Ron Henderson,70,70,Orthodox
Josh Hendricks,74,74,Southpaw
Johny Hendricks,69,69,Southpaw
Cory Hendricks,75,75,Switch
Luis Henrique,74,74,Orthodox
Jose Henrique,75,79,Orthodox
Diego Henrique da Silva,74,74,Orthodox
Danny Henry,72,73,Orthodox
Victor Henry,67,68,Switch
TJ Hepburn,67,67,Orthodox
Jai Herbert,73,77,Orthodox
Ed Herman,73,77,Orthodox
Dave Herman,76,77,Orthodox
Jack Hermansson,73,77,Orthodox
Noe Hernandez,70,71,Orthodox
Joe Hernandez,70,71,Orthodox
Ramiro Hernandez,69,69,Orthodox
Alexander Hernandez,69,72,Orthodox
Anthony Hernandez,72,75,Orthodox
Nohelin Hernandez,70,71,Orthodox
Carlos Hernandez,68,67,Orthodox
Leslie Hernandez,63,64,Orthodox
Paul Herrera,70,70,Orthodox
Chris Herrera,70,70,Orthodox
Geane Herrera,65,66,Orthodox
Alvaro Herrera Mendoza,72,74,Orthodox
Felice Herrig,64,65,Orthodox
Heath Herring,76,78,Orthodox
Jon Hess,79,79,Orthodox
Clint Hester,74,77,Orthodox
Brandon Hester,73,73,Orthodox
Jimy Hettes,69,71,Southpaw
Conor Heun,70,70,Orthodox
Marcus Hicks,66,64,Southpaw
Jay Hieron,72,75,Orthodox
Brady Hiestand,68,71,Orthodox
Lee Higgins,70,71,Orthodox
Jason High,68,73,Southpaw
Richie Hightower,68,68,Orthodox
Alex Higley,70,70,Orthodox
Corey Hill,76,80,Orthodox
Isaiah Hill,70,70,Orthodox
Angela Hill,63,64,Orthodox
Tyler Hill,75,75,Switch
Jamahal Hill,76,79,Southpaw
Kailan Hill,73,77,Southpaw
Branden Lee Hinkle,75,75,Orthodox
Hatsu Hioki,71,73,Orthodox
Alan Hiro,65,65,Orthodox
Kuniyoshi Hironaka,70,70,Orthodox
Mizuto Hirota,67,67,Orthodox
Yuji Hisamatsu,70,70,Orthodox
An Tuan Ho,66,66,Switch
Kwan Ho Kwak,65,65,Switch
Matt Hobar,70,70,Southpaw
Bobby Hoffman,74,74,Orthodox
Chris Hofmann,72,72,Orthodox
Sam Hoger,74,74,Orthodox
Andrew Holbrook,71,70,Southpaw
Sean Holden,70,70,Orthodox
Chris Holdsworth,71,71,Orthodox
Kevin Holland,75,81,Orthodox
Roger Hollett,71,71,Orthodox
Max Holloway,71,69,Orthodox
Gabrielle Holloway,63,63,Orthodox
Jeremie Holloway,72,72,Orthodox
Holly Holm,68,69,Southpaw
Rex Holman,75,75,Southpaw
Joseph Holmes,76,80,Orthodox
Kurt Holobaugh,71,70,Orthodox
Paddy Holohan,70,69,Orthodox
Ben Holscher,71,71,Orthodox
Mark Holst,72,72,Orthodox
Scott Holtzman,69,69,Orthodox
Sabah Homasi,72,72,Orthodox
Mark Hominick,68,68,Orthodox
Barb Honchak,64,65,Orthodox
Chris Honeycutt,70,73,Orthodox
JunYoung Hong,69,69,Orthodox
SeongChan Hong,67,69,Orthodox
Satoshi Honma,73,73,Orthodox
David Hood,72,72,Orthodox
Lorenzo Hood,75,80,Southpaw
Dan Hooker,72,75,Switch
Chase Hooper,73,74,Southpaw
Darrell Horcher,70,70,Southpaw
Moti Horenstein,76,76,Orthodox
Yoshinori Horie,68,70,Orthodox
Kyoji Horiguchi,65,66,Orthodox
Yuma Horiuchi,66,67,Switch
Jeremy Horn,73,74,Orthodox
Matt Horning,64,64,Orthodox
Chris Horodecki,69,69,Orthodox
Jamey-Lyn Horth,67,66,Orthodox
Matt Horwich,73,73,Orthodox
John Hosman,70,70,Southpaw
Saeed Hosseini,70,71,Orthodox
Jeff Hougland,67,68,Orthodox
Trey Houston,71,71,Orthodox
Jamie Houston,72,73,Orthodox
Brian Houston,74,74,Orthodox
Harold Howard,74,74,Orthodox
John Howard,67,72,Orthodox
Shane Howell,68,68,Orthodox
Hu Yaozong,75,72,Orthodox
Carlos Huachin,64,67,Southpaw
Brady Huang,69,69,Orthodox
Yuele Huang,68,70,Orthodox
Huang Feier,65,65,Orthodox
Austin Hubbard,70,71,Orthodox
Collin Huckbody,75,76,Orthodox
Alex Huddleston,79,79,Orthodox
Roger Huerta,69,70,Orthodox
Casey Huffman,75,75,Orthodox
Matt Hughes,69,73,Switch
Mark Hughes,69,69,Southpaw
Jeff Hughes,74,77,Orthodox
Sam Hughes,65,64,Orthodox
Victor Hugo,67,71,Orthodox
David Hulett,70,70,Orthodox
Dominik Humburger,72,73,Orthodox
Bryan Humes,76,76,Orthodox
Abongo Humphrey,71,71,Orthodox
Harry Hunsucker,74,75,Orthodox
Mark Hunt,70,72,Orthodox
Alex Hunter,69,69,Orthodox
Adam Hunter,73,73,Orthodox
Joe Hurley,68,68,Orthodox
Solomon Hutcherson,71,71,Southpaw
Young Hwang,69,69,Orthodox
Al Iaquinta,70,70,Orthodox
Khadis Ibragimov,75,78,Orthodox
Minoki Ichihara,67,67,Orthodox
Dan Ige,67,71,Orthodox
Valeri Ignatov,69,69,Orthodox
Sergey Ignatov,69,69,Orthodox
Fabiano Iha,68,68,Orthodox
Seichi Ikemoto,71,71,Orthodox
Mikhail Iloukhine,69,69,Orthodox
Zelim Imadaev,72,76,Orthodox
Yusuke Imamura,68,68,Orthodox
Masakazu Imanari,64,64,Southpaw
Nassourdine Imavov,75,75,Orthodox
Brad Imes,79,79,Orthodox
Michael Imperato,67,66,Switch
Rui Imura,67,68,Orthodox
Chris Indich,70,70,Orthodox
Chris Inman,70,71,Orthodox
Guto Inocente,75,75,Orthodox
Enson Inoue,70,70,Orthodox
Egan Inoue,69,69,Southpaw
Katsuya Inoue,69,69,Southpaw
Takeshi Inoue,68,68,Orthodox
Naoki Inoue,69,71,Orthodox
Jorge Interiano,73,73,Orthodox
Jason Ireland,69,69,Southpaw
James Irvin,74,75,Orthodox
Eric Irvin,68,68,Orthodox
Issa Isakov,69,70,Orthodox
Mitsuhiro Ishida,66,66,Southpaw
Teruto Ishihara,67,69,Southpaw
Satoshi Ishii,71,71,Orthodox
Yuki Ishikawa,71,71,Orthodox
Eiji Ishikawa,70,70,Orthodox
Tokimitsu Ishizawa,72,72,Orthodox
Damir Ismagulov,70,74,Orthodox
Wallid Ismail,67,67,Orthodox
Leandro Issa,67,69,Orthodox
Kuya Ito,67,68,Orthodox
Blagoy Ivanov,71,73,Southpaw
Anthony Ivy,74,74,Orthodox
Tomomi Iwama,63,63,Orthodox
Tatsuya Iwasaki,69,69,Orthodox
Taiga Iwasaki,73,73,Orthodox
Saygid Izagakhmaev,71,72,Orthodox
Yoislandy Izquierdo,71,71,Southpaw
Hiroshi Izumi,74,74,Orthodox
Yves Jabouin,67,68,Orthodox
Kevin Jackson,70,70,Switch
Eugene Jackson,68,68,Orthodox
Quinton Jackson,73,73,Orthodox
Jeremy Jackson,70,70,Orthodox
Damon Jackson,71,71,Switch
Kenyon Jackson,72,72,Orthodox
Mike Jackson,74,74,Orthodox
Jason Jackson,73,78,Orthodox
Montel Jackson,70,75,Southpaw
Eric Jacob,70,71,Orthodox
Richard Jacobi,76,75,Orthodox
Dustin Jacoby,75,76,Orthodox
Justin James,70,70,Orthodox
Nate James,72,72,Orthodox
Virna Jandiroba,63,64,Orthodox
Ryan Janes,75,76,Orthodox
Josh Janousek,71,71,Orthodox
Dave Jansen,69,73,Orthodox
Jaime Jara,73,73,Southpaw
Gigo Jara,69,69,Orthodox
Keith Jardine,74,76,Orthodox
Brock Jardine,71,71,Orthodox
Josh Jarvis,70,71,Orthodox
Rony Jason,67,73,Orthodox
Jasmine Jasudavicius,67,68,Orthodox
Louis Jauregui,67,67,Orthodox
Yazmin Jauregui,63,64,Orthodox
Justin Jaynes,67,68,Orthodox
Joanna Jedrzejczyk,66,65,Orthodox
Aaron Jeffery,74,73,Orthodox
Trent Jenkins,74,74,Orthodox
Bubba Jenkins,67,67,Orthodox
Adrienna Jenkins,68,68,Orthodox
Brandon Jenkins,72,71,Switch
Jack Jenkins,67,68,Switch
Steve Jennum,70,70,Orthodox
Ryan Jensen,73,76,Orthodox
Kyle Jensen,69,69,Orthodox
Chan-Mi Jeon,65,65,Orthodox
Maciej Jewtuszko,72,72,Southpaw
Ronald Jhun,71,71,Orthodox
Baergeng Jieleyisi,69,70,Orthodox
Gilbert Jimenez,70,71,Orthodox
Art Jimmerson,73,73,Orthodox
Ryan Jimmo,73,73,Orthodox
Jinensibieke Asikeerbai,66,69,Orthodox
Jiniushiyue,66,68,Southpaw
Sung Bin Jo,72,72,Orthodox
Carls John De Tomas,65,71,Southpaw
Phil Johns,62,62,Southpaw
Brett Johns,67,71,Orthodox
Miles Johns,67,66,Orthodox
Anthony Johnson,74,78,Orthodox
DaMarques Johnson,73,75,Orthodox
Devin Johnson,70,71,Orthodox
Travis Johnson,74,74,Orthodox
Ricky Johnson,68,68,Orthodox
Tony Johnson,74,76,Orthodox
Lavar Johnson,76,82,Orthodox
Demetrious Johnson,63,66,Orthodox
Michael Johnson,70,73,Southpaw
Deshaun Johnson,70,71,Orthodox
Kajan Johnson,71,75,Orthodox
Dashon Johnson,67,67,Orthodox
Timothy Johnson,75,77,Southpaw
Tony Johnson,73,73,Orthodox
Jordan Johnson,74,79,Orthodox
Taylor Johnson,72,74,Switch
Chad Johnson,74,80,Orthodox
Jose Johnson,72,71,Orthodox
Charles Johnson,69,70,Switch
Brian Johnston,75,75,Orthodox
Liana Jojua,64,62,Orthodox
Daniel Jolly,73,75,Orthodox
Paul Jones,69,69,Orthodox
Jon Jones,76,84,Orthodox
Nathan Jones,83,83,Orthodox
Marcus Jones,78,78,Orthodox
Carlton Jones,73,73,Orthodox
Jesse Jones,69,69,Orthodox
Tito Jones,68,68,Southpaw
Roy Jones,74,74,Orthodox
Justin Jones,71,71,Orthodox
Ben Jones,72,73,Orthodox
Victor Jones,68,70,Orthodox
Chris Jones,69,69,Orthodox
Roshaun Jones,68,68,Orthodox
Jamelle Jones,72,75,Orthodox
Antonio Jones,71,71,Orthodox
Trevin Jones,67,70,Southpaw
Mason Jones,70,74,Orthodox
Jacobi Jones,69,72,Orthodox
Jocelyn Jones-Lybarger,67,64,Orthodox
Kevin Jordan,75,75,Orthodox
Joe Jordan,66,66,Orthodox
Shawn Jordan,72,75,Southpaw
Ivan Jorge,69,73,Orthodox
Scott Jorgensen,65,66,Orthodox
Gareth Joseph,74,74,Orthodox
Dwight Joseph,66,66,Switch
Jeff Joslin,72,72,Orthodox
Krzysztof Jotko,73,77,Southpaw
Alan Jouban,72,73,Southpaw
Charles Jourdain,69,69,Switch
Kevin Jousset,74,75,Orthodox
Mike Joy,66,66,Southpaw
Dustin Joynson,78,78,Orthodox
Tony Juarez,70,71,Orthodox
Jesse Juarez,73,73,Orthodox
Ernie Juarez,68,70,Orthodox
Anshul Jubli,72,69,Switch
Carli Judice,67,68,Southpaw
Steve Judson,71,71,Orthodox
Luke Jumeau,71,72,Orthodox
Bu-Kyung Jung,67,67,Orthodox
Chan Sung Jung,67,72,Orthodox
Young Sam Jung,68,68,Orthodox
Da Woon Jung,76,78,Orthodox
Scott Junk,73,73,Orthodox
Myles Jury,70,73,Orthodox
Cristiane Justino,68,68,Orthodox
Patrick Kaase,69,69,Orthodox
Emily Kagan,63,63,Orthodox
Oron Kahlon,68,70,Orthodox
Kaiwen,69,72,Switch
Sirwan Kakai,65,65,Orthodox
Saidyokub Kakhramonov,68,69,Orthodox
Geza Kalman,73,73,Orthodox
Bryson Kamaka,71,71,Orthodox
Kai Kamaka,67,69,Orthodox
Shuya Kamikubo,65,68,Switch
Daichi Kamiya,70,71,Orthodox
Martin Kampmann,72,72,Orthodox
Koya Kanda,69,75,Southpaw
Bharat Kandare,67,72,Orthodox
Hiromitsu Kanehara,70,70,Orthodox
Masanori Kanehara,67,67,Orthodox
Ken Kaneko,72,72,Orthodox
Denis Kang,71,77,Orthodox
Kyung Ho Kang,69,73,Orthodox
Manel Kape,65,68,Southpaw
David Kaplan,67,67,Orthodox
Kai Kara-France,64,69,Orthodox
Georgi Karakhanyan,68,68,Orthodox
Alex Karalexis,68,66,Orthodox
Ernesta Kareckaite,69,71,Orthodox
Impa Kasanganay,71,75,Orthodox
Jinnosuke Kashimura,67,71,Southpaw
Nadia Kassem,65,66,Southpaw
Yusuke Kasuya,67,67,Southpaw
Tetsuji Kato,70,71,Orthodox
Hisaki Kato,72,72,Orthodox
Brad Katona,66,64,Orthodox
Calvin Kattar,71,72,Orthodox
Sarah Kaufman,65,66,Orthodox
Lone'er Kavanagh,64,67,Orthodox
Yusuke Kawaguchi,72,72,Orthodox
Canaan Kawaihae,72,71,Southpaw
Tatsuya Kawajiri,67,69,Orthodox
Ryo Kawamura,71,71,Orthodox
Masuto Kawana,66,69,Orthodox
Toshiomi Kazama,67,69,Orthodox
Julie Kedzie,65,65,Orthodox
Ryan Keenan,70,70,Orthodox
CJ Keith,72,72,Orthodox
Chris Kelades,67,68,Orthodox
Brian Kelleher,66,66,Switch
Mayana Kellem,65,65,Orthodox
Tony Kelley,69,70,Switch
Paul Kelly,69,70,Orthodox
John Kelly,69,69,Orthodox
Daniel Kelly,72,70,Southpaw
Tim Kennedy,71,74,Orthodox
Steve Kennedy,71,71,Orthodox
Jeremy Kennedy,71,71,Orthodox
Waylon Kennell,72,72,Orthodox
Casey Kenney,67,68,Southpaw
Maimaitituoheti Keremuaili,66,66,Orthodox
Aurelijus Kerpe,70,71,Orthodox
Mark Kerr,75,75,Switch
Will Kerr,70,69,Orthodox
Ron Keslar,72,73,Orthodox
Rustam Khabilov,68,73,Orthodox
Adam Khaliev,72,72,Orthodox
Sergey Khandozhko,73,74,Orthodox
Sergei Kharitonov,72,72,Orthodox
Alfred Khashakyan,68,70,Orthodox
Aziz Khaydarov,68,70,Orthodox
Aliaskhab Khizriev,69,74,Southpaw
WonBin Ki,71,73,Orthodox
Pannie Kianzad,67,66,Orthodox
Akira Kikuchi,68,68,Orthodox
Katsunori Kikuno,68,66,Orthodox
Sanae Kikuta,69,69,Orthodox
Jacob Kilburn,69,72,Orthodox
Dong Hyun Kim,74,76,Southpaw
Jin Oh Kim,69,69,Orthodox
Dae Won Kim,71,71,Orthodox
Jong Wang Kim,73,73,Orthodox
Jong Won Kim,67,67,Orthodox
Min Soo Kim,73,73,Southpaw
Jong Man Kim,67,67,Orthodox
Ji Yeon Kim,67,72,Orthodox
MinWoo Kim,68,72,Orthodox
HanSeul Kim,73,73,Southpaw
KyeungPyo Kim,69,71,Orthodox
Sangwook Kim,72,72,Orthodox
SangWon Kim,69,69,Orthodox
KyuSung Kim,71,69,Orthodox
So Yul Kim,63,64,Orthodox
Jeremy Kimball,72,72,Switch
Rob Kimmons,70,73,Orthodox
Dustin Kimura,67,71,Orthodox
Taiei Kin,71,71,Orthodox
Mike King,75,75,Orthodox
Kyle Kingsbury,76,79,Orthodox
Yusaku Kinoshita,72,71,Southpaw
Kamuela Kirk,70,75,Switch
Yurij Kiseliov,68,68,Orthodox
Justine Kish,65,64,Orthodox
Koji Kitao,79,79,Southpaw
Satoru Kitaoka,66,66,Orthodox
Top Noi Kiwram,65,67,Southpaw
Ludovit Klein,67,72,Southpaw
Nick Klein,73,77,Orthodox
Seth Kleinbeck,74,74,Orthodox
Stefan Klever,72,73,Orthodox
Fatima Kline,66,67,Orthodox
Felix Klinkhammer,72,72,Orthodox
Drakkar Klose,69,70,Orthodox
Michael Knaap,74,74,Orthodox
Kevin Knabjian,70,70,Orthodox
Jason Knight,70,71,Orthodox
William Knight,70,73,Orthodox
Josefine Knutsson,63,60,Orthodox
Seokhyeon Ko,70,71,Southpaw
Isao Kobayashi,68,68,Orthodox
Kelly Kobold,66,66,Orthodox
Erik Koch,70,71,Southpaw
Sokun Koh,73,73,Orthodox
Shingo Kohara,66,66,Orthodox
Brad Kohler,69,69,Orthodox
Charlie Kohler,69,69,Orthodox
Tsuyoshi Kohsaka,71,71,Orthodox
Kaloyan Kolev,74,73,Orthodox
John Kolosci,71,71,Orthodox
Yuki Kondo,71,71,Southpaw
Syuri Kondo,64,66,Orthodox
Cheick Kongo,76,82,Orthodox
Andrei Kopylov,74,74,Orthodox
Roman Kopylov,72,75,Southpaw
Bruno Korea,66,65,Orthodox
Chungreng Koren,67,68,Orthodox
Andrey Koreshkov,72,72,Orthodox
Josh Koscheck,70,73,Orthodox
Steven Koslow,67,69,Switch
Naoyuki Kotani,68,66,Southpaw
Ilya Kotau,71,72,Orthodox
Iouri Kotchkine,74,74,Orthodox
Matt Kovacs,72,72,Orthodox
Marcus Kowal,67,68,Orthodox
Karolina Kowalkiewicz,63,64,Orthodox
Steve Kozola,70,71,Orthodox
Derrick Krantz,70,72,Orthodox
James Krause,74,73,Orthodox
Pascal Krauss,73,73,Orthodox
Rene Kronvold,68,68,Orthodox
Kaynan Kruschewsky,72,73,Orthodox
Jorgen Kruth,74,74,Orthodox
Nikita Krylov,75,77,Orthodox
Mariusz Ksiazkiewicz,75,75,Southpaw
Junya Kudo,67,68,Orthodox
John Kuhner,71,72,Orthodox
Michael Kuiper,72,73,Orthodox
Anton Kuivanen,68,72,Orthodox
Maiju Kujala,67,68,Orthodox
Sumit Kumar,65,66,Orthodox
Aleksei Kunchenko,68,70,Orthodox
Rizvan Kuniev,76,76,Orthodox
Keigo Kunihara,72,72,Orthodox
Kiichi Kunimoto,70,71,Orthodox
Leo Kuntz,70,70,Orthodox
Korey Kuppe,77,77,Switch
Ramazan Kuramagomedov,73,73,Orthodox
Tsuyoshi Kurihara,70,70,Orthodox
Eldari Kurtanidze,66,66,Orthodox
Kyle Kurtz,71,72,Orthodox
Guram Kutateladze,71,72,Orthodox
Vadym Kutsyi,72,71,Orthodox
Lina Kvokov,69,69,Orthodox
Kaleo Kwan,67,67,Orthodox
Jarrod Kwitty,68,68,Orthodox
Mike Kyle,76,77,Orthodox
Lisa Kyriacou,65,64,Orthodox
Achmed Labasanov,75,75,Orthodox
Josh LaBerge,70,70,Orthodox
Jeremiah Labiano,70,70,Orthodox
Daniel Lacerda,66,70,Switch
Luan Lacerda,67,71,Orthodox
Kemran Lachinov,71,72,Orthodox
Aspen Ladd,66,66,Orthodox
Ryan LaFlare,73,74,Southpaw
Corinne Laframboise,64,65,Orthodox
Ben Lagman,74,74,Orthodox
Noad Lahat,69,69,Orthodox
Tina Lahdemaki,62,62,Orthodox
Yohan Lainesse,73,76,Orthodox
Tim Lajcik,73,73,Orthodox
Todd Lally,67,67,Orthodox
Sean Lally,72,72,Orthodox
Ricardo Lamas,68,71,Orthodox
Jason Lambert,75,75,Orthodox
Jose Landi-Jons,71,71,Orthodox
Nate Landwehr,69,72,Orthodox
Austen Lane,78,80,Orthodox
Aaron Lanfranco,70,71,Orthodox
Jeremy Lang,71,71,Southpaw
Lionel Lanham,74,74,Orthodox
Lina Lansberg,67,65,Orthodox
Taylor Lapilus,66,73,Southpaw
Chad Laprise,70,71,Orthodox
Anthony Lapsley,69,69,Southpaw
TJ Laramie,66,66,Orthodox
Icho Larenas,75,75,Orthodox
Lorenz Larkin,71,72,Orthodox
Jeremy Larsen,70,70,Orthodox
Brock Larson,71,71,Southpaw
Ryan Larson,71,72,Orthodox
Bobby Lashley,75,78,Orthodox
Ilir Latifi,70,73,Orthodox
Sione Latu,72,72,Orthodox
Phillip Latu,75,76,Orthodox
Jenel Lausa,65,68,Orthodox
Joe Lauzon,70,71,Orthodox
Dan Lauzon,70,70,Orthodox
Sandra Lavado,67,66,Orthodox
Chatt Lavender,68,68,Orthodox
Muhammed Lawal,72,78,Southpaw
Robbie Lawler,71,74,Southpaw
Tom Lawlor,72,74,Southpaw
Justin Lawrence,68,67,Orthodox
Lance Lawrence,73,74,Orthodox
Ronnie Lawrence,68,68,Switch
Eric Lawson,72,72,Orthodox
Jimmy Lawson,72,77,Orthodox
Valmir Lazaro,72,73,Orthodox
Zviad Lazishvili,66,69,Orthodox
Mounir Lazzez,73,76,Orthodox
Cung Le,69,70,Southpaw
Thanh Le,69,74,Orthodox
Quang Le,66,70,Orthodox
Carlos Leal,71,74,Orthodox
Jordan Leavitt,69,71,Southpaw
Jerome LeBanner,75,75,Southpaw
Chris Leben,71,73,Southpaw
Mickael Lebout,71,73,Orthodox
Stephen Ledbetter,69,69,Orthodox
Justin Ledet,76,80,Orthodox
James Lee,71,71,Southpaw
David Lee,70,70,Orthodox
Jackie Lee,70,71,Orthodox
Eun Soo Lee,73,73,Orthodox
Tae Hyun Lee,78,78,Orthodox
Tommy Lee,67,67,Orthodox
Matt Lee,71,71,Orthodox
Imani Lee,70,71,Orthodox
Vaughan Lee,66,66,Orthodox
Kevin Lee,69,77,Orthodox
Rocky Lee,69,69,Orthodox
Andrea Lee,66,69,Orthodox
JeongYeong Lee,70,73,Orthodox
JungHyun Lee,65,65,Orthodox
ChangHo Lee,68,69,Orthodox
Ricky Legere Jr.,68,68,Orthodox
Sherron Leggett,68,68,Southpaw
Cheyden Leialoha,68,73,Orthodox
Claudia Leite,63,64,Orthodox
Thales Leites,73,78,Orthodox
Stefan Leko,74,74,Orthodox
Gabe Lemley,68,68,Orthodox
Amanda Lemos,64,65,Southpaw
Giacomo Lemos,75,75,Orthodox
Christophe Leninger,72,72,Southpaw
Jesse Lennox,69,72,Orthodox
Jean Francois Lenogue,72,72,Orthodox
Nik Lentz,68,68,Orthodox
Alberta Cerra Leon,68,68,Orthodox
Victoria Leonardo,65,64,Orthodox
Anthony Leone,66,66,Orthodox
Chad Leonhardt,72,72,Orthodox
Kimo Leopoldo,75,75,Orthodox
Michael Lerma,70,71,Orthodox
Lukasz Les,71,72,Orthodox
Brock Lesnar,75,81,Orthodox
Frank Lester,71,71,Orthodox
Valerie Letourneau,67,68,Orthodox
Leah Letson,67,71,Southpaw
Justin Levens,71,71,Orthodox
Marcus LeVesseur,69,70,Southpaw
David Levicki,77,77,Orthodox
Kyle Levinton,70,71,Orthodox
Natan Levy,69,71,Southpaw
John Lewis,72,72,Southpaw
Derrick Lewis,75,79,Orthodox
Bevon Lewis,75,79,Orthodox
Brandon Lewis,64,70,Orthodox
Malik Lewis,72,75,Orthodox
Chi Lewis-Parry,81,81,Orthodox
Li Jingliang,72,71,Orthodox
Li Yunfeng,68,68,Orthodox
Liang Na,65,67,Orthodox
Jess Liaudin,69,72,Orthodox
Chuck Liddell,74,76,Orthodox
Rodrigo Lidio,71,73,Orthodox
Sam Liera,70,71,Orthodox
Zach Light,68,68,Orthodox
Scott Lighty,74,74,Orthodox
Chris Liguori,69,69,Orthodox
Donnie Liles,69,69,Orthodox
Jae Suk Lim,69,69,Orthodox
Hyun Gyu Lim,75,77,Orthodox
Juliana Lima,65,65,Orthodox
Dhiego Lima,74,75,Orthodox
Douglas Lima,73,73,Orthodox
Mabelly Lima,62,62,Orthodox
Andre Lima,67,67,Orthodox
Felipe Lima,66,68,Orthodox
Miguel Linares,70,71,Orthodox
Emiliano Linares,68,72,Orthodox
Matt Lindland,72,74,Southpaw
Jake Lindsey,71,71,Switch
John Lineker,63,67,Orthodox
Austin Lingo,70,70,Orthodox
Lucio Linhares,74,74,Orthodox
Philipe Lins,74,78,Orthodox
Tainara Lisboa,67,67,Orthodox
Dean Lister,73,75,Orthodox
Wesley Little,76,76,Orthodox
James Llontop,72,73,Orthodox
Abner Lloveras,71,71,Orthodox
Brian Lo-A-Njoe,67,67,Orthodox
John Lober,71,71,Orthodox
Artem Lobov,69,65,Southpaw
Dylan Lockard,69,72,Orthodox
Ryan Loder,74,76,Southpaw
Sean Loeffler,75,75,Orthodox
Christian Lohsen,74,77,Southpaw
David Loiseau,72,76,Orthodox
Hector Lombard,69,71,Southpaw
Michael Lombardo,72,72,Orthodox
Rocky Long,68,70,Orthodox
Thomas Longacre,69,69,Orthodox
Loma Lookboonmee,61,61,Orthodox
Ange Loosa,70,74,Orthodox
Lucas Lopes,74,74,Orthodox
Dileno Lopes,65,65,Orthodox
Diego Lopes,71,72,Orthodox
Bruno Lopes,74,74,Orthodox
Arthur Lopes,74,77,Southpaw
Ivan Lopez,66,66,Southpaw
Steve Lopez,71,71,Orthodox
Federico Lopez,64,64,Orthodox
Jorge Lopez,70,70,Orthodox
Christopher Lopez,70,70,Orthodox
Matthew Lopez,67,69,Southpaw
Benito Lopez,70,73,Switch
Gustavo Lopez,65,67,Orthodox
Brendan Loughnane,70,70,Switch
Nate Loughran,74,74,Orthodox
Caolan Loughran,66,68,Orthodox
Rashard Lovelace,70,71,Orthodox
Ian Loveland,68,68,Orthodox
Jakob Lovstad,75,75,Orthodox
Waylon Lowe,67,67,Southpaw
Brandon Lowe,70,71,Orthodox
Joe Lowry,71,73,Orthodox
Lu Kai,69,69,Orthodox
Lu Zhengyong,66,67,Orthodox
Robert Lucarelli,74,74,Orthodox
Matt Lucas,73,73,Orthodox
Cleber Luciano,66,66,Orthodox
Stephanie Luciano,66,65,Orthodox
Iasmin Lucindo,63,66,Orthodox
Duane Ludwig,70,70,Orthodox
Mike Lullo,68,68,Orthodox
